record_id,user_id,transaction_amount,region,event_date,status
134,676,463.95,West,2026-01-15,success
135,932,386.57,North,2026-01-13,failed
136,1772,752.92,West,2026-01-02,success
137,385,510.06,West,2026-01-09,failed
138,1557,374.06,South,2026-01-18,failed
139,898,652.15,North,2026-01-09,success
140,1454,343.42,West,2025-12-22,success
141,1724,657.84,North,2026-01-09,success
142,1021,625.78,East,2026-01-02,failed
143,968,382.43,West,2025-12-26,success
144,1770,610.53,East,2026-01-15,success
145,580,786.33,West,2026-01-16,success
146,915,512.13,West,2026-01-03,failed
147,1781,288.12,West,2025-12-27,failed
148,90,428.98,West,2026-01-01,success
149,1015,643.41,North,2026-01-16,failed
150,205,509.84,South,2026-01-02,success
151,154,296.05,East,2026-01-08,failed
152,1331,371.32,West,2026-01-19,failed
153,1284,687.14,North,2026-01-08,success
154,481,,South,2026-01-12,success
155,889,546.66,South,2026-01-11,failed
156,1851,356.47,North,2025-12-29,failed
157,768,481.12,West,2026-01-07,success
158,349,328.71,West,2026-01-08,success
159,1020,489.28,East,2026-01-10,success
160,1841,543.42,West,2026-01-19,failed
161,1204,572.13,East,2025-12-26,failed
162,1748,495.47,East,2026-01-07,failed
163,1433,544.9,North,2026-01-18,failed
164,1706,616.56,South,2026-01-08,failed
165,449,574.19,South,2026-01-09,success
166,1851,527.32,West,2025-12-21,failed
167,1500,438.97,South,2025-12-24,failed
168,1088,500.51,South,2025-12-28,failed
169,1982,748.95,East,2026-01-14,success
170,960,367.99,North,2025-12-28,success
171,932,392.21,East,2026-01-07,failed
172,1685,545.38,South,2026-01-04,success
173,1269,680.35,South,2026-01-09,success
174,1302,431.18,South,2025-12-21,success
175,624,381.94,West,2026-01-03,failed
176,1374,520.05,South,2026-01-17,failed
177,1342,338.35,West,2026-01-19,failed
178,68,550.05,West,2026-01-19,success
179,1752,222.18,East,2025-12-21,failed
180,566,4272.6,West,2025-12-22,success
181,1315,361.18,South,2026-01-14,success
182,141,652.31,South,2026-01-15,success
183,673,767.24,North,2025-12-28,success
184,267,541.09,North,2026-01-10,success
185,270,420.22,South,2025-12-28,success
186,260,605.0,North,2026-01-04,failed
187,1594,,West,2026-01-05,success
188,1937,586.88,East,2026-01-03,success
189,125,482.99,West,2025-12-22,success
190,660,523.86,East,2026-01-08,failed
191,781,475.85,North,2026-01-14,success
192,1747,760.44,South,2026-01-02,failed
193,1819,415.45,West,2026-01-01,failed
194,1495,354.59,East,2025-12-31,success
195,1407,644.67,East,2026-01-10,success
196,842,409.94,West,2026-01-16,success
197,1984,436.41,North,2026-01-07,success
198,317,541.59,North,2025-12-31,failed
199,236,626.93,West,2026-01-16,success
200,1248,441.59,,2026-01-18,failed
201,719,522.78,South,2026-01-12,success
202,188,564.55,West,2026-01-03,failed
203,323,403.91,North,2026-01-17,success
204,319,315.45,North,2025-12-28,failed
205,1356,460.19,West,2025-12-28,success
206,1547,503.88,North,2025-12-29,failed
207,1080,536.04,West,2026-01-08,success
208,16,7333.7,East,2025-12-30,success
209,16,499.05,South,2026-01-01,success
210,1025,536.42,East,2025-12-22,failed
211,1765,588.38,West,2026-01-18,success
212,1766,432.57,West,2026-01-11,failed
213,593,,West,2026-01-15,failed
214,181,485.43,West,2026-01-07,failed
215,1074,565.01,South,2025-12-22,success
216,1087,521.78,East,2025-12-31,success
217,484,390.1,South,2026-01-08,success
218,1557,557.7,West,2026-01-03,failed
219,1395,700.5,East,2026-01-16,failed
220,310,476.65,East,2026-01-14,failed
221,1212,314.54,East,2026-01-03,failed
222,78,689.98,West,2026-01-03,success
223,922,696.59,South,2025-12-30,failed
224,1027,387.18,South,2025-12-21,success
225,1450,477.14,South,2025-12-31,failed
226,1880,424.4,,2026-01-10,success
227,1617,540.5,East,2025-12-23,failed
228,582,386.42,West,2025-12-24,success
229,635,534.02,East,2026-01-15,success
230,1373,501.78,East,2025-12-25,success
231,700,679.39,South,2025-12-24,success
232,159,301.59,North,2026-01-10,failed
233,1795,563.09,West,2025-12-24,success
234,371,576.24,West,2025-12-21,failed
235,747,547.62,West,2026-01-08,failed
236,1541,592.85,,2025-12-29,failed
237,1852,609.13,West,2026-01-03,failed
238,1594,448.54,South,2026-01-15,success
239,1641,669.66,North,2026-01-09,failed
240,1791,589.9,North,2025-12-29,success
241,1563,373.01,South,2026-01-15,failed
242,188,618.13,West,2026-01-17,failed
243,1906,500.54,North,2025-12-31,success
244,58,458.57,East,2026-01-14,success
245,282,466.42,West,2026-01-03,success
246,1856,383.58,South,2026-01-06,failed
247,228,574.58,North,2025-12-21,success
248,860,575.84,North,2025-12-23,failed
249,1223,520.17,South,2026-01-11,success
250,597,462.18,South,2026-01-07,failed
251,384,537.01,East,2025-12-22,success
252,800,462.84,North,2025-12-31,success
253,707,344.58,North,2026-01-13,failed
254,274,293.38,South,2026-01-15,failed
255,1425,494.6,South,2025-12-22,failed
256,76,455.53,South,2026-01-17,success
257,647,684.09,West,2025-12-28,success
258,1543,542.36,North,2026-01-16,failed
259,560,377.68,West,2026-01-12,failed
260,1833,642.17,South,2026-01-04,failed
261,753,681.7,North,2026-01-12,failed
262,162,406.85,North,2025-12-22,failed
263,1354,424.07,West,2025-12-25,failed
264,720,460.16,East,2026-01-08,failed
265,563,637.69,North,2025-12-22,failed
266,745,510.77,South,2026-01-19,success
267,293,722.98,West,2025-12-21,success
268,138,346.83,East,2026-01-01,success
269,1240,370.3,East,2025-12-31,failed
270,1563,460.05,East,2025-12-27,success
271,54,596.85,West,2026-01-18,success
272,537,691.26,South,2026-01-08,failed
273,1422,668.51,North,2025-12-24,success
274,926,264.9,North,2026-01-14,failed
275,1368,466.41,East,2026-01-17,failed
276,1744,257.24,South,2026-01-14,failed
277,1042,5787.7,West,2025-12-20,failed
278,1135,527.94,South,2026-01-08,success
279,135,595.0,West,2026-01-15,success
280,257,467.81,East,2025-12-24,success
281,1573,669.17,North,2026-01-15,success
282,1062,414.49,East,2026-01-18,success
283,709,691.48,East,2026-01-16,success
284,514,376.17,North,2026-01-05,success
285,1213,616.97,East,2026-01-15,success
286,1691,438.61,West,2026-01-08,success
287,1020,676.22,East,2026-01-04,success
288,1649,606.54,West,2025-12-22,success
289,324,475.89,South,2025-12-30,success
290,641,609.33,East,2026-01-01,success
291,1558,439.2,East,2025-12-27,failed
292,251,436.35,North,2025-12-21,failed
293,1937,437.99,South,2026-01-19,success
294,1667,415.88,East,2025-12-26,success
295,1021,655.26,North,2026-01-19,failed
296,1036,488.4,,2025-12-21,success
297,577,491.07,West,2025-12-29,success
298,1736,423.55,West,2025-12-31,success
299,821,289.13,East,2026-01-06,failed
300,151,457.43,East,2026-01-15,success
301,264,661.36,East,2026-01-06,failed
302,1547,315.78,West,2026-01-05,success
303,93,630.18,South,2026-01-08,success
304,672,630.31,,2026-01-08,failed
305,1216,303.83,West,2026-01-11,failed
306,973,602.91,North,2026-01-02,failed
307,1632,566.01,East,2026-01-19,success
308,1478,322.23,West,2025-12-24,success
309,65,549.89,South,2025-12-20,failed
310,643,471.52,South,2026-01-02,failed
311,1788,763.09,South,2026-01-05,success
312,1149,393.37,West,2025-12-30,success
313,942,629.0,East,2026-01-10,failed
314,1250,423.66,East,2026-01-06,failed
315,461,689.17,West,2025-12-30,failed
316,715,690.07,East,2025-12-29,success
317,1175,558.62,West,2026-01-15,failed
318,1956,565.86,North,2025-12-29,success
319,710,564.78,East,2026-01-18,failed
320,282,607.72,South,2025-12-21,success
321,847,433.78,South,2025-12-20,success
322,834,763.71,West,2026-01-04,success
323,1549,640.69,North,2026-01-18,success
324,1336,532.83,North,2026-01-18,success
325,856,595.47,North,2026-01-15,failed
326,1614,485.01,East,2026-01-17,success
327,19,395.51,East,2025-12-29,failed
328,1314,517.61,South,2026-01-16,failed
329,559,428.73,South,2026-01-12,failed
330,1328,438.6,East,2026-01-14,failed
331,1163,544.5,West,2026-01-15,failed
332,1056,440.88,North,2025-12-25,success
333,978,451.71,East,2026-01-01,success
334,915,352.87,North,2025-12-28,failed
335,1419,336.59,West,2025-12-29,success
336,831,608.43,East,2025-12-31,success
337,449,680.43,West,2026-01-12,failed
338,852,767.56,South,2026-01-13,success
339,1394,344.42,East,2025-12-22,success
340,127,367.67,South,2025-12-30,failed
341,239,631.11,West,2025-12-22,failed
342,1657,460.07,West,2026-01-10,failed
343,1482,347.48,North,2026-01-06,success
344,1915,,South,2026-01-13,success
345,1569,607.62,West,2025-12-31,failed
346,919,419.31,South,2026-01-09,failed
347,243,356.96,South,2026-01-12,success
348,1710,372.86,West,2026-01-06,failed
349,1687,396.82,South,2025-12-28,success
350,1920,871.04,North,2025-12-27,success
351,138,567.84,North,2025-12-27,success
352,824,472.7,North,2025-12-24,failed
353,480,742.13,,2026-01-07,failed
354,486,452.37,South,2026-01-02,failed
355,564,545.28,West,2025-12-21,failed
356,1929,547.68,East,2026-01-11,failed
357,837,384.19,,2025-12-27,success
358,616,586.02,West,2026-01-18,success
359,1152,469.19,South,2026-01-01,success
360,523,327.14,West,2026-01-16,failed
361,190,543.0,North,2025-12-28,failed
362,1380,522.5,North,2025-12-26,success
363,982,,,2026-01-12,failed
364,1873,366.05,South,2026-01-01,success
365,1131,448.78,West,2026-01-06,failed
366,632,399.25,West,2026-01-03,success
367,1645,686.77,East,2026-01-18,success
368,760,459.64,South,2026-01-12,success
369,34,,South,2025-12-26,failed
370,472,351.55,West,2026-01-06,failed
371,528,606.02,West,2026-01-03,success
372,1501,573.1,West,2025-12-25,success
373,1074,592.61,South,2025-12-22,success
374,19,393.55,North,2026-01-08,failed
375,1351,497.48,West,2025-12-20,success
376,1085,598.52,East,2025-12-20,failed
377,1652,680.95,South,2025-12-26,failed
378,1670,353.87,,2025-12-31,failed
379,941,,North,2026-01-09,success
380,192,4686.9,,2025-12-21,success
381,1440,364.74,West,2026-01-09,failed
382,1159,591.37,East,2025-12-21,success
383,1402,513.52,East,2025-12-20,success
384,1203,405.23,West,2026-01-10,failed
385,787,561.18,North,2026-01-05,failed
386,110,392.14,North,2025-12-30,failed
387,1985,497.0,West,2026-01-02,success
388,1393,528.52,East,2026-01-14,success
389,1461,380.06,West,2026-01-11,success
390,1515,464.46,North,2025-12-20,failed
391,911,460.51,South,2025-12-22,success
392,883,476.35,West,2025-12-23,success
393,184,466.84,East,2026-01-16,failed
394,26,,North,2026-01-12,success
395,1172,513.81,South,2025-12-24,failed
396,617,444.18,South,2026-01-02,failed
397,863,310.32,East,2025-12-28,success
398,1477,563.37,South,2026-01-03,success
399,278,409.06,East,2026-01-03,failed
400,882,410.2,West,2026-01-19,failed
401,597,631.71,South,2025-12-30,failed
402,575,607.33,North,2026-01-18,success
403,1213,204.56,North,2026-01-15,failed
404,1379,499.61,,2025-12-28,success
405,1465,474.6,West,2026-01-08,failed
406,1193,458.61,West,2026-01-06,success
407,1620,658.28,North,2025-12-23,success
408,1347,540.67,North,2026-01-07,failed
409,1981,485.53,East,2025-12-27,success
410,913,451.74,South,2025-12-31,success
411,989,360.61,North,2025-12-23,success
412,714,428.9,South,2026-01-05,failed
413,714,491.27,West,2025-12-30,success
414,615,350.39,North,2026-01-10,success
415,1905,420.2,West,2026-01-19,failed
416,475,665.56,South,2026-01-09,failed
417,811,347.2,West,2025-12-20,success
418,422,345.97,North,2026-01-07,success
419,1638,594.19,,2025-12-26,failed
420,234,515.81,West,2026-01-08,failed
421,1203,377.45,West,2026-01-08,success
422,1667,679.23,North,2026-01-10,success
423,642,386.75,South,2025-12-31,success
424,1047,443.11,West,2026-01-02,success
425,997,590.99,South,2026-01-06,success
426,1003,446.52,,2026-01-08,success
427,1773,693.07,West,2026-01-02,failed
428,852,577.79,South,2025-12-22,success
429,1630,575.92,East,2025-12-27,failed
430,345,633.06,West,2026-01-06,success
431,1173,605.11,North,2026-01-13,failed
432,1119,399.2,South,2025-12-29,success
433,922,272.38,East,2026-01-16,failed
434,340,611.14,South,2026-01-14,success
435,1168,457.28,South,2025-12-30,failed
436,593,814.55,North,2025-12-24,failed
437,1882,374.46,South,2026-01-11,success
438,512,392.57,South,2026-01-13,failed
439,1003,299.61,West,2026-01-01,failed
440,155,729.48,North,2026-01-01,failed
441,1423,642.37,West,2025-12-30,success
442,1780,711.15,West,2026-01-09,failed
443,1742,306.92,South,2026-01-19,failed
444,1690,418.9,East,2025-12-30,success
445,1160,175.19,East,2025-12-22,failed
446,513,532.33,East,2026-01-12,success
447,880,6080.299999999999,North,2025-12-26,failed
448,160,402.28,West,2025-12-20,success
449,1425,463.38,West,2026-01-11,success
450,979,356.79,North,2025-12-23,failed
451,753,590.9,South,2026-01-09,success
452,141,506.33,South,2026-01-03,failed
453,1480,265.34,West,2026-01-08,failed
454,1762,415.48,West,2025-12-31,failed
455,645,579.66,North,2025-12-27,failed
456,1596,345.73,South,2026-01-12,failed
457,606,639.18,South,2026-01-04,failed
458,231,352.72,,2026-01-05,success
459,740,672.09,East,2026-01-06,success
460,1563,27.69,North,2025-12-20,success
461,29,503.66,West,2026-01-02,failed
462,169,562.58,,2025-12-28,success
463,635,413.76,North,2025-12-29,failed
464,1495,622.6,South,2025-12-22,failed
465,238,475.46,East,2026-01-10,success
466,245,434.63,East,2025-12-25,failed
467,260,554.37,North,2025-12-30,failed
468,558,506.66,North,2026-01-04,failed
469,1047,442.45,South,2025-12-31,success
470,523,540.52,North,2025-12-21,success
471,501,353.05,South,2025-12-25,success
472,1133,718.2,West,2025-12-27,failed
473,509,438.37,,2026-01-15,success
474,1171,447.42,North,2025-12-25,success
475,1648,503.4,West,2025-12-22,failed
476,1774,211.16,East,2025-12-22,failed
477,17,461.91,East,2026-01-12,success
478,951,605.54,South,2025-12-24,success
479,1910,475.85,East,2026-01-09,success
480,1948,359.11,West,2026-01-16,failed
481,213,74.73,South,2026-01-11,failed
482,191,377.83,West,2026-01-11,failed
483,939,524.71,South,2025-12-27,failed
484,535,368.9,East,2025-12-30,failed
485,557,484.86,North,2026-01-06,failed
486,1976,601.54,West,2025-12-28,success
487,186,275.49,North,2025-12-26,failed
488,304,388.06,East,2026-01-01,success
489,1387,,South,2025-12-20,failed
490,1751,460.94,South,2025-12-23,failed
491,209,572.73,North,2025-12-21,success
492,268,396.33,North,2026-01-07,failed
493,1879,486.63,East,2025-12-23,success
494,1930,490.35,West,2026-01-15,failed
495,1017,,South,2025-12-28,failed
496,914,532.53,,2026-01-04,failed
497,1808,511.11,East,2026-01-01,success
498,859,514.39,North,2026-01-01,failed
499,983,517.78,East,2026-01-01,failed
500,369,264.31,West,2026-01-05,failed
501,1571,522.54,South,2025-12-23,success
502,1346,385.73,North,2026-01-13,success
503,1180,314.09,South,2025-12-25,success
504,1214,356.94,East,2026-01-18,success
505,1441,529.97,,2026-01-15,failed
506,1111,422.86,North,2025-12-21,success
507,1233,377.76,North,2025-12-30,success
508,1652,231.27,East,2025-12-21,success
509,303,715.4,North,2026-01-16,failed
510,1968,580.63,East,2025-12-29,failed
511,280,463.97,West,2026-01-09,failed
512,357,597.37,East,2025-12-27,success
513,775,372.33,South,2025-12-25,success
514,1944,597.35,North,2025-12-25,failed
515,1887,663.58,North,2026-01-18,failed
516,289,462.31,,2025-12-30,success
517,1303,619.2,East,2026-01-03,success
518,544,,East,2025-12-28,success
519,1476,332.81,West,2025-12-25,failed
520,1010,621.14,West,2025-12-23,failed
521,1616,714.72,South,2025-12-25,failed
522,151,376.37,West,2025-12-25,success
523,1121,459.18,West,2025-12-25,success
524,208,,East,2026-01-10,failed
525,610,592.26,South,2025-12-21,failed
526,8,478.87,West,2025-12-26,success
527,53,333.26,North,2026-01-04,success
528,632,610.85,East,2025-12-22,failed
529,379,457.07,South,2026-01-03,success
530,540,483.16,East,2026-01-07,success
531,310,656.15,North,2026-01-10,failed
532,1656,,South,2026-01-06,success
533,1722,451.32,West,2026-01-07,success
534,976,431.58,North,2026-01-05,success
535,247,667.86,South,2025-12-26,success
536,259,547.24,South,2026-01-15,failed
537,655,354.33,West,2026-01-06,failed
538,1755,414.97,North,2026-01-14,failed
539,231,479.32,North,2026-01-18,success
540,1153,768.6,,2026-01-17,failed
541,541,453.2,West,2025-12-21,success
542,565,447.68,West,2025-12-21,failed
543,1822,752.07,North,2026-01-12,failed
544,1886,424.09,East,2026-01-15,failed
545,637,411.05,,2026-01-16,success
546,276,339.73,East,2025-12-28,failed
547,1239,536.9,South,2026-01-18,failed
548,1518,493.38,East,2026-01-15,success
549,1056,572.31,North,2025-12-25,success
550,1793,405.12,,2026-01-11,success
551,562,449.42,West,2026-01-09,success
552,1396,346.0,West,2025-12-25,failed
553,1202,516.12,East,2026-01-12,success
554,584,424.47,South,2026-01-10,success
555,552,564.12,North,2026-01-04,success
556,1326,354.81,East,2026-01-11,failed
557,868,489.2,East,2026-01-10,failed
558,1198,332.4,East,2026-01-06,failed
559,612,573.25,East,2025-12-28,failed
560,1765,366.43,East,2025-12-26,success
561,1060,560.66,South,2026-01-12,success
562,1343,499.23,West,2026-01-01,failed
563,1509,518.31,South,2026-01-10,failed
564,1857,641.41,East,2026-01-16,success
565,1722,573.45,East,2025-12-23,failed
566,263,680.47,South,2026-01-19,failed
567,1341,368.86,East,2026-01-02,failed
568,762,4301.8,North,2026-01-04,success
569,1775,565.92,North,2026-01-04,success
570,1025,254.88,East,2026-01-02,success
571,1784,584.54,South,2025-12-30,failed
572,1167,459.22,West,2025-12-28,success
573,1559,632.9,South,2026-01-04,success
574,266,564.3,West,2026-01-02,failed
575,786,506.51,North,2026-01-09,success
576,464,560.76,South,2025-12-23,failed
577,1031,521.91,North,2025-12-29,failed
578,934,616.2,East,2026-01-02,success
579,702,561.66,West,2025-12-20,success
580,460,553.83,North,2026-01-07,success
581,253,421.41,North,2026-01-01,failed
582,1580,507.52,North,2026-01-10,success
583,1339,357.66,North,2026-01-06,failed
584,972,552.31,,2025-12-29,failed
585,1356,328.76,South,2026-01-02,success
586,1048,551.05,North,2026-01-14,success
587,1020,422.48,East,2026-01-15,success
588,734,559.43,North,2026-01-06,failed
589,1865,708.51,South,2026-01-19,success
590,1597,508.72,North,2026-01-17,failed
591,1320,421.62,North,2026-01-15,success
592,1791,366.36,East,2026-01-02,success
593,195,545.14,West,2026-01-19,failed
594,1800,576.48,East,2025-12-25,success
595,821,462.21,West,2026-01-11,failed
596,1639,358.52,South,2025-12-23,success
597,1426,579.09,West,2026-01-14,failed
598,372,603.78,North,2026-01-16,success
599,990,480.86,East,2026-01-09,failed
600,26,630.76,South,2026-01-19,failed
601,1064,515.88,North,2026-01-02,success
602,987,401.9,West,2025-12-24,success
603,24,535.02,West,2026-01-16,failed
604,1781,222.89,East,2025-12-27,failed
605,1987,407.38,West,2026-01-01,success
606,162,457.63,West,2025-12-22,failed
607,916,479.38,North,2026-01-15,success
608,1622,556.31,East,2026-01-17,success
609,1341,470.25,South,2026-01-16,failed
610,680,532.57,West,2026-01-11,failed
611,1467,489.17,South,2025-12-20,failed
612,728,410.42,North,2025-12-21,success
613,1009,238.58,West,2025-12-23,failed
614,1252,428.8,West,2025-12-26,failed
615,1689,704.56,North,2026-01-13,failed
616,96,580.24,West,2026-01-03,success
617,1974,499.49,North,2026-01-06,failed
618,1718,,South,2026-01-11,success
619,1497,572.39,East,2026-01-05,failed
620,858,574.36,East,2025-12-29,failed
621,1649,371.48,East,2026-01-15,failed
622,1458,609.21,South,2025-12-26,success
623,1279,640.83,South,2026-01-11,success
624,1032,524.09,North,2026-01-13,failed
625,1152,490.59,West,2026-01-10,failed
626,1798,504.8,South,2025-12-21,success
627,410,276.33,East,2026-01-10,failed
628,300,725.81,East,2025-12-26,success
629,735,572.03,South,2026-01-12,failed
630,487,511.07,East,2026-01-11,success
631,1898,458.22,East,2026-01-19,success
632,27,562.95,West,2026-01-15,success
633,1867,594.82,East,2026-01-13,success
634,1590,557.41,West,2025-12-25,success
635,383,438.2,South,2026-01-07,failed
636,12,379.85,South,2025-12-21,success
637,1902,461.53,East,2026-01-04,failed
638,150,585.72,South,2026-01-19,success
639,1067,320.36,,2026-01-06,failed
640,189,234.12,East,2025-12-30,failed
641,602,265.66,West,2026-01-06,success
642,235,562.74,South,2026-01-19,success
643,1398,628.34,North,2026-01-01,failed
644,1107,515.13,West,2026-01-04,success
645,608,601.54,North,2026-01-19,success
646,343,518.32,South,2026-01-10,success
647,1772,7322.6,South,2026-01-06,failed
648,1325,546.4,North,2025-12-21,success
649,1627,,South,2026-01-18,failed
650,835,437.67,West,2025-12-30,success
651,798,576.69,North,2026-01-13,success
652,1436,611.62,North,2025-12-29,failed
653,1243,478.79,North,2026-01-04,success
654,1093,272.28,East,2026-01-19,success
655,611,724.38,East,2026-01-19,success
656,1134,589.85,North,2025-12-20,failed
657,1101,510.69,South,2026-01-12,failed
658,434,449.22,South,2025-12-25,success
659,453,532.2,North,2025-12-25,success
660,1744,,North,2025-12-29,success
661,514,496.06,South,2026-01-10,success
662,205,452.45,South,2025-12-30,failed
663,923,,South,2026-01-07,failed
664,1655,433.86,North,2025-12-30,success
665,1610,279.66,West,2025-12-28,failed
666,276,555.31,West,2026-01-03,failed
667,735,610.26,North,2025-12-25,success
668,1724,239.78,South,2025-12-28,success
669,1490,5015.299999999999,West,2026-01-13,success
670,1857,370.99,West,2026-01-09,success
671,750,296.15,East,2025-12-24,failed
672,1027,503.55,North,2026-01-10,success
673,1737,656.15,South,2026-01-03,success
674,367,531.46,South,2026-01-12,failed
675,1924,462.79,West,2025-12-27,success
676,542,471.92,South,2026-01-05,failed
677,795,488.55,North,2025-12-21,failed
678,212,587.63,East,2026-01-15,failed
679,1186,,West,2025-12-31,success
680,1059,403.99,East,2026-01-04,failed
681,1817,543.06,South,2026-01-03,success
682,472,426.96,East,2026-01-08,success
683,1354,206.02,North,2026-01-04,failed
684,982,429.0,West,2025-12-20,success
685,89,312.08,South,2026-01-09,success
686,1825,,East,2026-01-18,success
687,1059,513.34,,2026-01-19,success
688,444,591.16,West,2026-01-08,success
689,1628,573.17,East,2025-12-25,failed
690,1889,476.6,South,2026-01-01,failed
691,271,398.98,West,2026-01-15,success
692,1241,341.44,North,2026-01-17,success
693,191,495.8,North,2026-01-17,failed
694,1070,369.56,West,2025-12-27,failed
695,1618,585.16,North,2026-01-02,success
696,522,493.87,North,2025-12-29,failed
697,528,279.89,North,2026-01-07,success
698,1065,556.5,East,2025-12-23,success
699,873,541.81,West,2026-01-07,failed
700,1254,355.34,South,2026-01-02,failed
701,367,439.97,East,2025-12-29,failed
702,1586,660.11,North,2026-01-12,success
